Subsystem;Alarm Description;ALID;SetEventCEID;ClearEventCEID;Alarm Code
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Current' is out of set limits. Load of substrates onto module is not possible.;10460;10461;10462;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water BSR - Flow Flow (l/min)' is out of set limits. Immediate process abort is necessary.;10463;10464;10465;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry1 - Flow Flow (l/min)' is out of set limits. Load of substrates onto module is not possible.;10466;10467;10468;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Impedance' is out of set limits. Immediate operator decision is necessary.;10469;10470;10471;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature1' is out of set limits. Immediate operator decision is necessary.;10472;10473;10474;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (ml/min)' is out of set limits. Process for currently loaded substrate(s) will be finished.;10475;10476;10477;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Process for currently loaded substrate(s) will be finished.;10478;10479;10480;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Degree' is out of set limits. Operator decision is necessary before starting next process step.;10481;10482;10483;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Rho' is out of set limits. Load of substrates onto module is not possible.;10484;10485;10486;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry1 - Flow Flow (ml/min)' is out of set limits. Immediate process abort is necessary.;10487;10488;10489;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (l/min)' is out of set limits. Immediate process abort is necessary.;10490;10491;10492;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water BSR - Flow Flow (l/min)' is out of set limits. Load of substrates onto module is not possible.;10493;10494;10495;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water BSR - Flow Flow (l/min)' is out of set limits. Operator decision is necessary before unloading.;10496;10497;10498;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Impedance' is out of set limits. Immediate process abort is necessary.;10499;10500;10501;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Process for currently loaded substrate(s) will be finished.;10502;10503;10504;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature0' is out of set limits. Immediate process abort is necessary.;10505;10506;10507;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before unloading.;10508;10509;10510;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry1 - Flow Flow (l/min)' is out of set limits. Operator decision is necessary before unloading.;10511;10512;10513;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (ml/min)' is out of set limits. Load of substrates onto module is not possible.;10514;10515;10516;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Current' is out of set limits. Immediate process abort is necessary.;10517;10518;10519;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Operator decision is necessary before starting next process step.;10520;10521;10522;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water BSR - Flow Flow (ml/min)' is out of set limits. Immediate operator decision is necessary.;10523;10524;10525;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (ml/min)' is out of set limits. Immediate process abort is necessary.;10526;10527;10528;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water BSR - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before unloading.;10529;10530;10531;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ReflectedPower' is out of set limits. Immediate operator decision is necessary.;10532;10533;10534;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (ml/min)' is out of set limits. Immediate process abort is necessary.;10535;10536;10537;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Immediate process abort is necessary.;10538;10539;10540;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (ml/min)' is out of set limits. Immediate process abort is necessary.;10541;10542;10543;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Rho' is out of set limits. Immediate process abort is necessary.;10544;10545;10546;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature1' is out of set limits. Immediate process abort is necessary.;10547;10548;10549;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (ml/min)' is out of set limits. Process start is not possible.;10550;10551;10552;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ReflectedPower' is out of set limits. Operator decision is necessary before starting next process step.;10553;10554;10555;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'ExhaustSystem ExhaustFlow' is out of set limits. Immediate process abort is necessary.;10556;10557;10558;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature0' is out of set limits. Immediate operator decision is necessary.;10559;10560;10561;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Degree' is out of set limits. Immediate operator decision is necessary.;10562;10563;10564;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck VacuumValue' is out of set limits. Immediate process abort is necessary.;10565;10566;10567;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature1' is out of set limits. Load of substrates onto module is not possible.;10568;10569;10570;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Immediate process abort is necessary.;10571;10572;10573;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Immediate operator decision is necessary.;10574;10575;10576;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Current Axis Velocity' is out of set limits. Process start is not possible.;10577;10578;10579;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Current' is out of set limits. Operator decision is necessary before unloading.;10580;10581;10582;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Process start is not possible.;10583;10584;10585;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Degree' is out of set limits. Load of substrates onto module is not possible.;10586;10587;10588;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (ml/min)' is out of set limits. Process start is not possible.;10589;10590;10591;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Current Axis Velocity' is out of set limits. Immediate operator decision is necessary.;10592;10593;10594;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Process start is not possible.;10595;10596;10597;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'ExhaustSystem ExhaustFlow' is out of set limits. Immediate operator decision is necessary.;10598;10599;10600;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before unloading.;10601;10602;10603;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (l/min)' is out of set limits. Immediate operator decision is necessary.;10604;10605;10606;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature0' is out of set limits. Operator decision is necessary before unloading.;10607;10608;10609;ParameterControlWarning
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Commanded Axis Velocity' is out of set limits. Process for currently loaded substrate(s) will be finished.;10610;10611;10612;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Process start is not possible.;10613;10614;10615;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Immediate process abort is necessary.;10616;10617;10618;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (ml/min)' is out of set limits. Process start is not possible.;10619;10620;10621;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Current Axis Velocity' is out of set limits. Load of substrates onto module is not possible.;10622;10623;10624;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Operator decision is necessary before starting next process step.;10625;10626;10627;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Rho' is out of set limits. Immediate operator decision is necessary.;10628;10629;10630;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck VacuumValue' is out of set limits. Process start is not possible.;10631;10632;10633;ParameterControlError
GeminiFB.PP1.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before starting next process step.;10634;10635;10636;ParameterControlError
GeminiFB.PP1.A.CLM.DispenseArm;Z-Position is too small;10901;10902;10903;IrrecoverableError
GeminiFB.PP1.A.CLM.DispenseArm;Move to center canceled;10904;10905;10906;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm;Motion Cancelled;10907;10908;10909;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Move to edge canceled;10910;10911;10912;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm;Z-Position is too big;10913;10914;10915;IrrecoverableError
GeminiFB.PP1.A.CLM.DispenseArm;Failed to home Z-Axis.;10916;10917;10918;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Movement of T axis failed;10919;10920;10921;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Failed to move to parkposition.;10922;10923;10924;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Move to parkposition canceled;10925;10926;10927;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm;Move to dummydispense position canceled;10928;10929;10930;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm;Move to edge - Edge cannot be reached, check positions;10931;10932;10933;IrrecoverableError
GeminiFB.PP1.A.CLM.DispenseArm;Failed to move to dummy dispense position.;10934;10935;10936;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Movement of Z axis failed;10937;10938;10939;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm;Homing canceled;10940;10941;10942;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm;Failed to home T-Axis.;10943;10944;10945;EquipmentSafety
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;Wait Flowmeter Volume Timeout.;10946;10947;10948;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow is undefined. Check flow meter and its settings.;10949;10950;10951;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (idle flow);10952;10953;10954;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (process flow);10955;10956;10957;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (idle flow);10958;10959;10960;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (process flow);10961;10962;10963;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine03.Flowmeter;Wait Flowmeter Volume Timeout.;10994;10995;10996;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine04.Flowmeter;Wait Flowmeter Volume Timeout.;10997;10998;10999;EquipmentStatusWarning
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine04.Flowmeter.FlowmeterMonitor;Flow is undefined. Check flow meter and its settings.;11000;11001;11002;EquipmentStatusWarning
