SubSystem;Name;CEID;Description;Available VIDs
GeminiFB.EFEM.LP2;ModuleServiceSubstateChanged;204004;Is triggered when the service substate changed.;204061, 204063
GeminiFB.EFEM.LP2;MachineOperation.InitializeModule.End;204083;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;204070
GeminiFB.EFEM.LP2;MachineOperation.InitializeModule.Start;204084;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.EFEM.LP2;MachineOperation.ShutDownModule.End;204085;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;204071
GeminiFB.EFEM.LP2;MachineOperation.ShutDownModule.Start;204089;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.EFEM.LP3;MaterialEnd;205001;Material ended;205053, 205056, 205054, 205052, 205055, 205057, 205058
GeminiFB.EFEM.LP3;MaterialStart;205002;Material started;205053, 205056, 205054, 205052, 205055, 205057, 205058
GeminiFB.EFEM.LP3;ModuleServiceStateChanged;205003;Is triggered when the service state changed.;205060, 205062
GeminiFB.EFEM.LP3;ModuleServiceSubstateChanged;205004;Is triggered when the service substate changed.;205061, 205063
GeminiFB.EFEM.LP3;MachineOperation.InitializeModule.End;205083;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;205070
GeminiFB.EFEM.LP3;MachineOperation.InitializeModule.Start;205084;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.EFEM.LP3;MachineOperation.ShutDownModule.End;205085;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;205071
GeminiFB.EFEM.LP3;MachineOperation.ShutDownModule.Start;205089;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.EFEM.LP4;MaterialEnd;206001;Material ended;206053, 206056, 206054, 206052, 206055, 206057, 206058
GeminiFB.EFEM.LP4;MaterialStart;206002;Material started;206053, 206056, 206054, 206052, 206055, 206057, 206058
GeminiFB.EFEM.LP4;ModuleServiceStateChanged;206003;Is triggered when the service state changed.;206060, 206062
GeminiFB.EFEM.LP4;ModuleServiceSubstateChanged;206004;Is triggered when the service substate changed.;206061, 206063
GeminiFB.EFEM.LP4;MachineOperation.InitializeModule.End;206083;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;206070
GeminiFB.EFEM.LP4;MachineOperation.InitializeModule.Start;206084;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.EFEM.LP4;MachineOperation.ShutDownModule.End;206085;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;206071
GeminiFB.EFEM.LP4;MachineOperation.ShutDownModule.Start;206089;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.EFEM.ROB;ModuleServiceStateChanged;207001;Is triggered when the service state changed.;207033, 207035
GeminiFB.EFEM.ROB;ModuleServiceSubstateChanged;207002;Is triggered when the service substate changed.;207034, 207036
GeminiFB.EFEM.ROB;MachineOperation.InitializeModule.End;207639;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;207039
GeminiFB.EFEM.ROB;MachineOperation.InitializeModule.Start;207640;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.EFEM.ROB;MachineOperation.ShutDownModule.End;207641;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;207040
GeminiFB.EFEM.ROB;MachineOperation.ShutDownModule.Start;207642;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.EquipmentControlService;ExceptionConditionClear;209043;Event that is triggered on clear of an exception condition.;209003
GeminiFB.EquipmentControlService;ExceptionConditionSet;209044;Event that is triggered on occurance of an exception condition.;209003, 209001
GeminiFB.EquipmentControlService;MaterialEvent;209045;Event that is triggered on occurance of material event of any event type;209005, 209006, 209010, 209007, 209004, 209009, 209008, 209002, 209013, 209012, 209011
GeminiFB.EquipmentControlService;MaterialMoveMergeSeparateEvent;209046;Event that is triggered on occurance of material event of event type move, merge or separate;209005, 209006, 209010, 209007, 209004, 209009, 209008, 209002, 209013, 209012, 209011, 209014, 209016, 209015, 209017
GeminiFB.LightTower;StateChanged;212001;Is triggered when the state of a light tower signal has changed.;
GeminiFB.PP1.B.LTM.Activation Process;ActivationProcess.End;214001;Is triggered on end.;214008, 214004, 214076, 214081, 214080, 214082, 214084, 214085, 214083, 214089, 214088, 214087, 214091, 214090, 214086, 214015, 214014, 214013, 214012, 214011, 214010, 214021, 214020, 214019, 214018, 214017, 214016, 214024, 214023, 214022, 214007, 214006, 214005, 214027, 214026, 214025, 214308, 214307, 214306, 214311, 214310, 214309, 214314, 214313, 214312, 214317, 214316, 214315, 214320, 214319, 214318, 214296, 214295, 214294, 214299, 214298, 214297, 214302, 214301, 214300, 214305, 214304, 214303, 214069, 214068, 214067, 214066, 214065, 214064, 214072, 214071, 214070, 214063, 214062, 214061, 214057, 214056, 214055, 214075, 214074, 214073, 214054, 214053, 214052, 214060, 214059, 214058, 214045, 214044, 214043, 214042, 214041, 214040, 214048, 214047, 214046, 214039, 214038, 214037, 214033, 214032, 214031, 214051, 214050, 214049, 214030, 214029, 214028, 214036, 214035, 214034, 214341, 214340, 214339, 214009
GeminiFB.PP1.B.LTM.Activation Process;ActivationProcess.Start;214002;Is triggered on start.;214004, 214076, 214081, 214080, 214082, 214084, 214085, 214083
GeminiFB.PP1.B.LTM;ModuleServiceStateChanged;214003;Is triggered when the service state changed.;214139, 214202
GeminiFB.PP1.B.LTM;ModuleServiceSubstateChanged;214004;Is triggered when the service substate changed.;214140, 214203
GeminiFB.PP1.B.LTM.Plasma Activation.OESRemoteRecorder;OESRecordingStarted;214005;OES raw file data recording started.;
GeminiFB.PP1.B.LTM.Plasma Activation.OESRemoteRecorder;OESRecordingStopped;214006;OES raw file data recording stopped.;
GeminiFB.PP1.B.LTM;ProcessInfo.ProcessFinished;214007;Triggered when a process has finished;214213, 214209, 214218, 214220, 214222, 214210, 214219, 214221, 214223, 214217, 214208, 214211
GeminiFB.PP1.B.LTM;ProcessInfo.ProcessStarted;214008;Triggered when a process is started;214213, 214209, 214218, 214220, 214222, 214210, 214219, 214221, 214223, 214217, 214208
GeminiFB.PP1.B.LTM;ProcessInfo.ProcessStateChanged;214009;Triggered when the process state has changed;214212
GeminiFB.PP1.B.LTM;ProcessInfo.RecipeStepFinished;214010;Triggered when a recipe step has finished;214216, 214215
GeminiFB.PP1.B.LTM;ProcessInfo.RecipeStepStarted;214011;Triggered when a recipe step is started;214216, 214215
GeminiFB.PP1.B.LTM;MachineOperation.InitializeModule.End;214921;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;214343
GeminiFB.PP1.B.LTM;MachineOperation.InitializeModule.Start;214922;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.B.LTM;MachineOperation.ShutDownModule.End;214923;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;214344
GeminiFB.PP1.B.LTM;MachineOperation.ShutDownModule.Start;214924;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF1;ModuleServiceStateChanged;216001;Is triggered when the service state changed.;216001, 216003
GeminiFB.PP1.BUF1;ModuleServiceSubstateChanged;216002;Is triggered when the service substate changed.;216002, 216004
GeminiFB.PP1.BUF1.Slot1;ModuleServiceStateChanged;216003;Is triggered when the service state changed.;216005, 216008
GeminiFB.PP1.BUF1.Slot1;ModuleServiceSubstateChanged;216004;Is triggered when the service substate changed.;216006, 216009
GeminiFB.PP1.BUF1.Slot2;ModuleServiceStateChanged;216005;Is triggered when the service state changed.;216014, 216017
GeminiFB.PP1.BUF1.Slot2;ModuleServiceSubstateChanged;216006;Is triggered when the service substate changed.;216015, 216018
GeminiFB.PP1.BUF1.Slot3;ModuleServiceStateChanged;216007;Is triggered when the service state changed.;216023, 216026
GeminiFB.PP1.BUF1.Slot3;ModuleServiceSubstateChanged;216008;Is triggered when the service substate changed.;216024, 216027
GeminiFB.PP1.BUF1.Slot4;ModuleServiceStateChanged;216009;Is triggered when the service state changed.;216032, 216035
GeminiFB.PP1.BUF1.Slot4;ModuleServiceSubstateChanged;216010;Is triggered when the service substate changed.;216033, 216036
GeminiFB.PP1.BUF1;MachineOperation.InitializeModule.End;216083;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;216041
GeminiFB.PP1.BUF1;MachineOperation.InitializeModule.Start;216084;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.BUF1;MachineOperation.ShutDownModule.End;216085;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;216042
GeminiFB.PP1.BUF1;MachineOperation.ShutDownModule.Start;216086;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF1.Slot1;MachineOperation.InitializeModule.End;216087;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;216043
GeminiFB.PP1.BUF1.Slot1;MachineOperation.InitializeModule.Start;216088;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.BUF1.Slot1;MachineOperation.ShutDownModule.End;216089;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;216044
GeminiFB.PP1.BUF1.Slot1;MachineOperation.ShutDownModule.Start;216090;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF1.Slot2;MachineOperation.InitializeModule.End;216091;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;216045
GeminiFB.PP1.BUF1.Slot2;MachineOperation.InitializeModule.Start;216092;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.BUF1.Slot2;MachineOperation.ShutDownModule.End;216093;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;216046
GeminiFB.PP1.BUF1.Slot2;MachineOperation.ShutDownModule.Start;216094;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF1.Slot3;MachineOperation.InitializeModule.End;216095;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;216047
GeminiFB.PP1.BUF1.Slot3;MachineOperation.InitializeModule.Start;216096;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.BUF1.Slot3;MachineOperation.ShutDownModule.End;216097;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;216048
GeminiFB.PP1.BUF1.Slot3;MachineOperation.ShutDownModule.Start;216098;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF1.Slot4;MachineOperation.InitializeModule.End;216099;Event that is triggered when the operation ends (independent of result). Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;216049
GeminiFB.PP1.BUF1.Slot4;MachineOperation.InitializeModule.Start;216100;Event that is triggered when the operation starts. Operation=InitializeModule, Description=Initialization of module and all its subsystems to be ready for usage.;
GeminiFB.PP1.BUF1.Slot4;MachineOperation.ShutDownModule.End;216101;Event that is triggered when the operation ends (independent of result). Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;216050
GeminiFB.PP1.BUF1.Slot4;MachineOperation.ShutDownModule.Start;216102;Event that is triggered when the operation starts. Operation=ShutDownModule, Description=Shutdown of module and all its subsystems. The module can no longer be used for processing.;
GeminiFB.PP1.BUF2;ModuleServiceStateChanged;217001;Is triggered when the service state changed.;217001, 217003
GeminiFB.PP1.BUF2;ModuleServiceSubstateChanged;217002;Is triggered when the service substate changed.;217002, 217004
GeminiFB.PP1.BUF2.Slot1;ModuleServiceStateChanged;217003;Is triggered when the service state changed.;217005, 217008
GeminiFB.PP1.BUF2.Slot1;ModuleServiceSubstateChanged;217004;Is triggered when the service substate changed.;217006, 217009
GeminiFB.PP1.BUF2.Slot2;ModuleServiceStateChanged;217005;Is triggered when the service state changed.;217014, 217017
GeminiFB.PP1.BUF2.Slot2;ModuleServiceSubstateChanged;217006;Is triggered when the service substate changed.;217015, 217018
GeminiFB.PP1.BUF2.Slot3;ModuleServiceStateChanged;217007;Is triggered when the service state changed.;217023, 217026
GeminiFB.PP1.BUF2.Slot3;ModuleServiceSubstateChanged;217008;Is triggered when the service substate changed.;217024, 217027
